,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Pizza Hut,Cheesy - 1/2 P'Zone,650,25,0.5,1100,70,3
,,Pizza Hut,Breadstick Sauce - dip cup,650,25,0.5,1050,70,3
,,Pizza Hut,Orange Crush - per serving,630,32,0.1,280,79,56
,,Pizza Hut,14" Large Pan Canadian - 1 slice,630,24,0.5,1170,70,3
,,Pizza Hut,9" Small Pan Tuscan Sausage - 1 slice,630,24,0.5,1080,72,4
,,Pizza Hut,Cinnaparts - 1 slice,600,31,1,1470,60,6
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,PizzaPizza,Jumbo Fries,1318,64,0,2970,176,3
,,PizzaPizza,Bacon Chicken Mushroom Melt (walk-in slice),830,39,0.5,1770,88,4
,,PizzaPizza,Meat Supreme (walk-in slice),810,33,0.5,2400,89,4
,,PizzaPizza,Mediterranean Greek Salad with Light Caesar Dressing,770,19,0,570,134,113
,,PizzaPizza,Chicken Bruschetta Parm (walk-in slice),730,24,0.4,1990,91,5
,,PizzaPizza,Crispy Breaded Wings (approx. 6 wings),720,46,0.4,1320,22,1
,,PizzaPizza,Big Bacon Bonanza (walk-in slice),710,26,0.4,2090,88,5
,,PizzaPizza,Philly Cheese Steak (walk-in slice),700,20,0.4,1730,93,8
,,PizzaPizza,Pesto Amore (walk-in slice),680,28,0.4,1260,81,9
,,PizzaPizza,New York Pepperoni (walk-in slice),680,24,0.5,1770,87,4
,,PizzaPizza,Canadian Eh! (walk-in slice),680,22,0.5,2000,88,5
,,PizzaPizza,Bacon Double Cheeseburger (walk-in slice),670,22,0.4,1920,87,4
,,PizzaPizza,Tropical Hawaiian (walk-in slice),660,20,0.4,1860,90,7
,,PizzaPizza,Garden Salad with Spring Hero Italian Light Dressing,660,14,0,490,109,94
,,PizzaPizza,Mediterranean Vegetarian (walk-in slice),650,21,0.4,1820,94,5
,,PizzaPizza,Sweet Chili Chicken (walk-in slice),650,17,0.2,1420,99,25
,,PizzaPizza,Classic Super (walk-in slice),640,19,0.4,1710,89,5
,,PizzaPizza,Quatro Fromaggio (walk-in slice),640,19,0.4,1190,90,6
,,PizzaPizza,Pepperoni (walk-in slice),630,19,0.4,1710,87,4
,,PizzaPizza,Garden Veggie-Whole-Wheat Multigrain Dough (walk-in slice),620,18,0.4,1070,90,8
,,PizzaPizza,Garden Veggie-Classic Dough (walk-in slice),620,16,0.4,1120,93,8
,,PizzaPizza,Spicy BBQ Chicken (walk-in slice),620,15,0.4,1540,91,6
,,PizzaPizza,Cheese (walk-in slice),570,14,0.4,1340,86,4
,,PizzaPizza,Mediterranean Vegetarian (square),500,16,0.3,1340,69,3
,,PizzaPizza,Tropical Hawaiian (square),470,13,0.3,1240,68,6
,,PizzaPizza,Classic Super (square),460,13,0.3,1160,66,3
,,PizzaPizza,Pepperoni (square),450,13,0.3,1160,65,3
,,PizzaPizza,9 cut thigh 1 pc,440,34,1,950,9,0
,,PizzaPizza,Cheese (square),430,11,0.3,1000,64,3
,,PizzaPizza,Garden Veggie (square),430,10,0.3,970,67,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Red Lobster,Crispy Calamari and Vegetables,1520,97,,3050,115,
,,Red Lobster,Chocolate Wave,1490,81,,950,172,
,,Red Lobster,Cajun Chicken Linguini Alfredo – Full,1260,53,,3110,91,
,,Red Lobster,Lobster-Artichoke-and-Seafood Dip,1200,74,,1950,101,
,,Red Lobster,Lobster-Artichoke-and-Seafood Dip,1200,74,,1950,101,
,,Red Lobster,Batterfried Crawfish*,1190,69,,2740,104,
,,Red Lobster,Steak Lobster-and-Shrimp Oscar,1170,77,,2770,20,
,,Red Lobster,Crab Linguini Alfredo – Full,1120,50,,2650,95,
,,Red Lobster,Crab Linguini Alfredo Full,1120,50,,2650,95,
,,Red Lobster,Shrimp Linguini Alfredo – Full,1100,58,,3200,84,
,,Red Lobster,Lobster Nachos,1090,64,,1680,94,
,,Red Lobster,Warm Chocolate Chip Lava Cookie,1070,51,,470,142,
,,Red Lobster,Chef’s Sig. Lobster and Shrimp Pasta Full,1020,50,,2170,86,
,,Red Lobster,Chef’s Signature Lobster and Shrimp Pasta Full,1020,50,,2170,86,
,,Red Lobster,Lobsterita®,890,0,,860,183,
,,Red Lobster,Parrot Isle Jumbo Coconut Shrimp,880,60,,1860,56,
,,Red Lobster,Warm Apple Crumble à la Mode,770,31,,200,117,
,,Red Lobster,Crispy Calamari and Vegetables,760,49,,1530,58,
,,Red Lobster,New England Seafood Sampler,750,42,,2160,45,
,,Red Lobster,Pecan-Crusted Jumbo Shrimp,735,25,,3780,60,
,,Red Lobster,Lobster Pizza,720,30,,1390,69,
,,Red Lobster,Lobsterita® Strawberry,700,0,,55,135,
,,Red Lobster,Chicken Breast Strips,690,40,,2200,47,
,,Red Lobster,NY Strip and Rock Lobster Tail,690,35,,1930,0,
,,Red Lobster,Lobsterita® Raspberry,690,0,,50,131,
,,Red Lobster,Mozzarella Cheesesticks,680,39,,1910,49,
,,Red Lobster,Buffalo Chicken Wings*,680,39,,1750,0,
,,Red Lobster,Maple-Glazed Shrimp and Salmon,670,17,,2690,57,
,,Red Lobster,Grilled Shrimp Bruschetta,650,26,,2380,58,
,,Red Lobster,Cajun Chicken Linguini Alfredo – Lunch,630,27,,1550,45,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Red Robin,Towering Onion Rings,1837,124,,3789,160,
,,Red Robin,Cheeseburger Con Queso,1577,100,,,106,
,,Red Robin,Whiskey River BBQ Chicken Wrap,1525,81,,,138,
,,Red Robin,Clucks and Fries Buffalo Style,1486,106,,4100,91,
,,Red Robin,A-1 Peppercorn Burger,1400,94,,5618,88,
,,Red Robin,Southwest Chicken Pasta,1398,75,,1800,117,
,,Red Robin,Mountain High Mudd Pie,1390,69,,640,205,
,,Red Robin,Chili Chili Nachos with Chicken,1309,81,,4045,66,
,,Red Robin,Chicken Parmigiana Pasta,1306,52,,,133,
,,Red Robin,Clucks and Fries,1261,80,,2100,91,
,,Red Robin,Caesars Chicken Wrap,1243,60,,,122,
,,Red Robin,Creamy Artichoke and Spinach Dip,1207,73,,2080,101,
,,Red Robin,Chili Chili Nachos,1183,80,,,66,
,,Red Robin,Junior Shrimp and Slaw Platter,1183,57,,3266,106,
,,Red Robin,BLTA Croisant,1177,66,,1656,114,
,,Red Robin,Fresh Fried Cheese Sticks,1171,67,,2895,90,
,,Red Robin,Whiskey River BBQ Burger,1169,72,,1832,77,
,,Red Robin,Guacamole Bacon Burger,1152,69,,1460,57,
,,Red Robin,Monster Burger,1151,69,,2141,57,
,,Red Robin,Whiskey River BBQ Chicken Wrap,1112,62,,2532,84,
,,Red Robin,Santa Fe Burger,1095,68,,1508,66,
,,Red Robin,Shrimp and Cod Duo,1083,54,,,90,
,,Red Robin,Just-In Quesadilla,1071,55,,3034,69,
,,Red Robin,Banzai Burger,1054,63,,1912,69,
,,Red Robin,Red Robin Bacon Cheeseburger,1030,70,,1920,47,
,,Red Robin,RR's Buzzard Wings,1023,81,,2345,4,
,,Red Robin,Bleu Ribbon Burger,1022,61,,1925,62,
,,Red Robin,Burger Parmigiana,1020,63,,,77,
,,Red Robin,Gourmet Mac and Cheese with Chicken,1001,33,,,112,
,,Red Robin,Fajita Fiesta Pollo Salad,1000,62,,1408,59,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Smitty's,Dressing, Rancher's,469,51,,855,5,
,,Smitty's,Pancakes, French (2),410,10,,201,71,
,,Smitty's,Cheese, Colby Mild Cheddar,405,34,,712,0,
,,Smitty's,Cheese, Kraft Mild Shredded,405,34,,712,0,
,,Smitty's,Cheese, Parmesan Shredded,395,30,,1070,0,
,,Smitty's,Muffin, Poppy Seed,389,21,,498,43,
,,Smitty's,Muffin, Chocolate Chip,389,21,,479,44,
,,Smitty's,Muffin, Double Chocolate,387,22,,412,44,
,,Smitty's,Dressing, French,385,38,,872,13,
,,Smitty's,Muffin, Cappuccino Choc. Chip,384,20,,462,44,
,,Smitty's,Pancakes, Buttermilk (2),378,9,,1670,68,
,,Smitty's,Sauce, Hollandaise,377,6,,1213,67,
,,Smitty's,Bread, Flax (2) Slices,375,9,,645,60,
,,Smitty's,Dressing, Creamy Caesar,372,39,,998,5,
,,Smitty's,Cheese, Shredded Am. Mozz/Ched,372,31,,741,2,
,,Smitty's,Cheese, Casino Swiss Slices,370,28,,237,0,
,,Smitty's,Muffin, Pumpkin Rum Raisin,369,19,,477,44,
,,Smitty's,Pancakes, Multi Grain (2),360,5,,754,71,
,,Smitty's,Muffin, Banana Blueberry,359,19,,462,41,
,,Smitty's,Muffin, Cranberry Orange,358,19,,474,41,
,,Smitty's,Muffin, Blueberry,358,19,,462,41,
,,Smitty's,Cheese, Casino Mozzarella,349,28,,793,0,
,,Smitty's,Muffin, Lemon Pudding,328,17,,419,38,
,,Smitty's,Muffin, Bran Plain,327,13,,838,51,
,,Smitty's,Muffin, Bran Carrot Raisin,291,10,,665,48,
,,Smitty's,Cheese, Philadelphia Cream,288,26,,429,6,
,,Smitty's,Sausages, Pure Pork,260,23,,820,5,
,,Smitty's,Chicken, Breaded Nuggets,260,13,,860,24,
,,Smitty's,Lemon Meringue,260,7,,150,47,
,,Smitty's,Dressing, Thousand Island,256,20,,1205,21,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Starbucks,White Chocolate Creme Frappuccino Blended Beverage,610,0,0,420,60,79
,,Starbucks,Peppermint White Chocolate Mocha,540,19,0,240,50,76
,,Starbucks,Iced Peppermint White Chocolate Mocha,520,20,0,190,55,71
,,Starbucks,Chocolate Croissant,500,28,0,530,20,15
,,Starbucks,White Chocolate Macadamia Cookie,480,26,0,310,25,38
,,Starbucks,Raspberry Wheat Scone,480,18,0,840,0,21
,,Starbucks,Eggnog Latte,470,21,0,230,140,48
,,Starbucks,White Chocolate Mocha,470,18,0,240,50,59
,,Starbucks,Red Velvet Cupcake,450,27,0.5,260,100,35
,,Starbucks,Chocolate Chip Cookie,450,22,0,310,20,37
,,Starbucks,Classic Glazed Old-Fashioned Doughnut,450,22,0,300,15,36
,,Starbucks,Iced White Chocolate Mocha,450,20,0,200,55,54
,,Starbucks,Strawberries & Creme Frappuccino Blended Beverage,450,17,0,260,60,68
,,Starbucks,Salted Caramel Hot Chocolate,450,16,0,290,55,62
,,Starbucks,Toffee Mocha Frappuccino Blended Beverage,450,13,0,290,50,73
,,Starbucks,Oat Fudge Bar,440,18,0,250,35,42
,,Starbucks,Tazo Green Tea Creme Frappuccino Blended Beverage,440,16,0,230,55,67
,,Starbucks,Apple Fritter,430,20,0,300,0,27
,,Starbucks,Peppermint Hot Chocolate,430,16,0,140,50,56
,,Starbucks,Caramel Brule Latte,420,15,0,200,55,48
,,Starbucks,Pumpkin Spice Frappuccino Blended Beverage,420,13,0,270,50,69
,,Starbucks,Double Chocolaty Chip Frappuccino Blended Beverage,410,20,0,260,55,52
,,Starbucks,White Chocolate Mocha Frappuccino Blended Coffee,410,16,0,270,55,54
,,Starbucks,White Hot Chocolate,410,12,0,260,30,60
,,Starbucks,Vanilla Bean Cupcake,400,23,0,210,80,34
,,Starbucks,Oatmeal Raisin Cookie,400,15,0,300,25,34
,,Starbucks,Peppermint Mocha,400,15,0,125,45,49
,,Starbucks,Ginger Molasses Cookie,400,11,0,500,25,39
,,Starbucks,Blueberry Oat Bar,390,15,0,300,0,26
,,Starbucks,Cinnamon Roll,380,17,0,340,75,29
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Steamrollers,#14 - Original Wet - Beef,894,40,,,94,
,,Steamrollers,#13 - Super Deluxe Breakfast Beef,878,43,,,71,
,,Steamrollers,#9 - Super Deluxe Beef,836,39,,,77,
,,Steamrollers,#10 - Shanghai Specialty Beef,799,37,,,82,
,,Steamrollers,#14 - Original Wet - Chicken,787,30,,,90,
,,Steamrollers,#13 - Super Deluxe Breakfast Chicken,772,33,,,67,
,,Steamrollers,#14 - Original Wet - Vegetarian,724,29,,,90,
,,Steamrollers,#10 - Pesto Specialty Beef,712,39,,,63,
,,Steamrollers,#12 - Deluxe Breakfast,699,31,,,65,
,,Steamrollers,#10 - Shanghai Specialty Chicken,699,27,,,80,
,,Steamrollers,#8 - Deluxe Beef,687,28,,,68,
,,Steamrollers,#6 - Super Deluxe Chicken,658,28,,,64,
,,Steamrollers,#10 - Shanghai Specialty Vegetarian,654,26,,,83,
,,Steamrollers,#10 - Pesto Specialty Chicken,599,29,,,59,
,,Steamrollers,#15 - Tommy Veggie Style,598,22,,,75,
,,Steamrollers,#10 - Turkey Specialty,598,15,,,86,
,,Steamrollers,#15 - Tommy Burrito,579,23,,,58,
,,Steamrollers,#10 - Cous Cous Specialty Beef,576,22,,,69,
,,Steamrollers,#3 - Super Deluxe Vegetarian,564,19,,,76,
,,Steamrollers,#10 - Pesto Specialty Vegetarian,543,28,,,60,
,,Steamrollers,#5 - Deluxe Chicken,513,16,,,57,
,,Steamrollers,#11 - Traditional Breakfast,510,29,,,31,
,,Steamrollers,#7 - Traditional Beef,499,17,,,62,
,,Steamrollers,#10 - Curry Specialty Chicken,497,11,,,76,
,,Steamrollers,#2 - Deluxe Vegetarian,476,12,,,68,
,,Steamrollers,#10 - Greek Salad Specialty Chicken,470,12,,,62,
,,Steamrollers,#10 - Cous Cous Specialty Chicken,469,13,,,65,
,,Steamrollers,#10 - Curry Specialty Vegetarian,432,9.9,,,76,
,,Steamrollers,#10 - Greek Salad Specialty Vegetarian,399,11,,,61,
,,Steamrollers,#10 - Cous Cous Specialty Vegetarian,398,11,,,64,
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Subway,Mega – Breakfast Sandwich wrap with egg,760,46,0.5,1720,56,1
,,Subway,Sausage & Cheese – Breakfast Sandwich wrap with egg,720,43,1,1570,55,1
,,Subway,Mega – Breakfast sandwich on flatbread,700,44,0.2,1600,45,2
,,Subway,Mega – 6-inch sandwich on 9-grain,670,41,0.2,1530,46,4
,,Subway,Sausage & Cheese – Breakfast sandwich on flatbread,660,41,0.2,1450,45,1
,,Subway,Sausage & Cheese – 6-inch sandwich on 9-grain,630,38,0.2,1370,45,4
,,Subway,Meatball Marinara – 6-inch,580,22,1,1520,71,16
,,Subway,Steak & Cheese – Breakfast Sandwich wrap with egg,550,22,1,1420,57,1
,,Subway,Tuna – 6-inch,532,30,0.5,920,46,5
,,Subway,Spicy Italian – 6-inch,520,28,1,1830,48,7
,,Subway,Bacon & Cheese – Breakfast Sandwich wrap with egg,520,23,0.5,1200,55,1
,,Subway,Chicken & Bacon Ranch - 6-inch,510,23,0.5,1310,48,7
,,Subway,Ham & Cheese – Breakfast Sandwich wrap with egg,500,21,0.5,1330,56,1
,,Subway,Pizza Sub – 6-inch,490,24,0.5,1740,52,9
,,Subway,Cold Cut Combo – 6-inch,480,24,0.2,1220,49,6
,,Subway,Steak & Cheese – Breakfast sandwich on flatbread,480,20,0.4,1300,47,2
,,Subway,Cheese – Breakfast Sandwich wrap with egg,480,20,0.5,1050,55,0
,,Subway,Italian BMT – 6-inch,450,20,0.5,1610,48,6
,,Subway,Bacon & Cheese – Breakfast sandwich on flatbread,450,20,0.3,1080,45,1
,,Subway,Steak & Cheese – 6-inch sandwich on 9-grain,450,17,0.4,1220,47,4
,,Subway,Chicken Pizziola – 6-inch,450,15,0.3,1590,51,8
,,Subway,Ham & Cheese – Breakfast sandwich on flatbread,440,18,0.2,1210,45,1
,,Subway,Bacon & Cheese – 6-inch sandwich on 9-grain,420,17,0.3,1010,45,4
,,Subway,Cheese – Breakfast sandwich on flatbread,410,17,0.2,930,44,1
,,Subway,Ham & Cheese – 6-inch sandwich on 9-grain,410,15,0.2,1140,46,4
,,Subway,Sweet Onion Chicken Teriyaki – Flatbread,400,7,0,1340,60,14
,,Subway,Cheese – 6-inch sandwich on 9-grain,380,14,0.3,860,45,4
,,Subway,Steak & Cheese – 6-inch,380,10,0.4,1220,50,7
,,Subway,Subway Melt – 6-inch,370,10,0.2,1360,49,7
,,Subway,Sweet Onion Chicken Teriyaki – 6-inch,370,4.5,0,1260,61,17
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Swiss Chalet,Fish & Chips (2 Pieces of Fish With Fries, Tartar Sauce and Coleslaw),1460,92,1,1630,122,6
,,Swiss Chalet,Full Rack BBQ Ribs,1300,85,0.4,900,11,1
,,Swiss Chalet,Fish & Chips (1 Piece Fish With Fries, Tartar Sauce and Coleslaw),1240,79,0.5,1230,108,6
,,Swiss Chalet,Seasoned Dry Ribs,920,64,1,1880,4,0
,,Swiss Chalet,Poutine,910,50,1,930,94,2
,,Swiss Chalet,Classic Bacon Cheese Burger (With Bun),890,54,1.5,2240,46,3
,,Swiss Chalet,Garlic Cheese Loaf,860,53,0.5,1610,77,1
,,Swiss Chalet,Rotisserie Chicken Club Wrap,820,40,0.5,1730,58,5
,,Swiss Chalet,Chicken Stir Fry (With Rice),750,30,0.5,2290,89,17
,,Swiss Chalet,Classic Hamburger (With Bun),710,39,1.5,1630,43,3
,,Swiss Chalet,Classic Bacon Cheese Burger (Without Bun and Garnishes),680,52,1.5,1760,4,0
,,Swiss Chalet,Vegetable Stir Fry (With Rice),660,28,0.4,1870,94,18
,,Swiss Chalet,Half Rack BBQ Ribs,650,42,0.2,450,6,1
,,Swiss Chalet,Garlic Loaf (Without Cheese),650,35,0,1210,74,1
,,Swiss Chalet,Double Leg (With Skin),630,38,0.2,860,4,0
,,Swiss Chalet,Rotisserie Chicken Quesadilla (Without Salsa and Sour Cream),620,23,0.2,1460,72,14
,,Swiss Chalet,Half Chicken (With Skin),610,31,0.1,920,5,0
,,Swiss Chalet,Pecan Pie,590,29,0,590,79,29
,,Swiss Chalet,Striploin Steak,580,38,1,410,0,0
,,Swiss Chalet,Classic Hot Chicken Sandwich (Dark Meat),570,17,0,1800,51,4
,,Swiss Chalet,Chalet Chicken Wings (8 Pieces With Mild Sauce),550,34,0.1,790,23,9
,,Swiss Chalet,Coconut Cream Pie,540,33,0,310,57,40
,,Swiss Chalet,Mini Chicken Sandwiches (2 Sandwiches With Garden Salad With Fat-Free Raspberry Vinaigrette, Milk and Fruit Cup),540,13,0.2,690,69,36
,,Swiss Chalet,Fresh-Cut Fries,530,27,0.3,95,64,0
,,Swiss Chalet,Chicken Pot Pie,510,24,0.1,1570,42,4
,,Swiss Chalet,Chicken on a Kaiser (Dark Meat),510,14,0.2,810,42,3
,,Swiss Chalet,Classic Hot Chicken Sandwich (White Meat),500,9,0,1720,51,4
,,Swiss Chalet,Classic Hamburger (Without Bun and Garnishes),490,38,1.5,1150,1,0
,,Swiss Chalet,Fudge Cake,490,28,0.5,240,55,46
,,Swiss Chalet,Chicken on a Kaiser (White Meat Without Skin and Garden Salad With Fat-Free Raspberry Vinaigrette and No Chalet Dipping Sauce),470,6,0.1,820,50,7
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Taco Bell,Fiesta Taco Salad,850,45,1.5,1690,84,9
,,Taco Bell,Volcano Double Beef Burrito,800,43,1,1850,81,4
,,Taco Bell,Volcano Crunchwrap,770,37,1.5,2200,90,5
,,Taco Bell,Beef Crunchwrap Supreme,550,24,1.5,1230,69,4
,,Taco Bell,Fries Supreme,540,32,2.5,1570,56,3
,,Taco Bell,Mexican Pizza,540,30,1,960,46,2
,,Taco Bell,Chicken Quesadilla,530,28,0.5,1270,37,2
,,Taco Bell,Steak Quesadilla,520,27,0.5,1100,36,2
,,Taco Bell,7 Layer Burrito,520,20,1,1230,69,3
,,Taco Bell,Cheesy Gordita Crunch,500,29,0.5,860,38,4
,,Taco Bell,Fiesta Taco Salad  (without shell),480,25,1.5,1490,44,8
,,Taco Bell,Chilli Cheese Fries,470,25,1.5,1440,54,1
,,Taco Bell,Cheese Fries,460,26,2.5,1380,52,2
,,Taco Bell,Burrito Supreme,420,17,1,1260,52,3
,,Taco Bell,Burrito Supreme - Chicken,420,16,0.2,1380,53,3
,,Taco Bell,Spicy Chicken Burrito,410,18,0.3,1100,50,2
,,Taco Bell,Burrito Supreme - Steak,410,15,0.2,1210,52,3
,,Taco Bell,Nacho Supreme,390,25,1.5,670,33,2
,,Taco Bell,Chilli Cheese Burrito,380,19,0.5,930,40,1
,,Taco Bell,Bean Burrito,370,11,1,1100,55,2
,,Taco Bell,Fries,360,18,0,820,47,0
,,Taco Bell,Fresco Burrito Supreme - Chicken,350,9,0.1,1390,52,3
,,Taco Bell,Nachos & Cheese,340,22,2,600,31,2
,,Taco Bell,Fresco Burrito Supreme - Steak,340,9,0.1,1220,51,3
,,Taco Bell,Fresco Bean Burrito,340,9,1,1130,56,2
,,Taco Bell,Double Decker  Taco,320,13,1,770,39,1
,,Taco Bell,Beef Gordita Supreme,310,15,0.2,580,30,4
,,Taco Bell,Chicken Gordita Supreme,300,13,0.1,640,29,4
,,Taco Bell,Caramel Apple Empanada,290,14,1.5,310,37,14
,,Taco Bell,Steak Gordita Supreme,290,13,0.1,470,28,4
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Taco Del Mar,Nachos, refried,1190,65,,1800,110,6
,,Taco Del Mar,Mondo breakfast burrito, refried,1190,59,,2240,110,7
,,Taco Del Mar,Mondo breakfast burrito, refried,1080,50,,2010,105,5
,,Taco Del Mar,Mondo burrito, beef, refried,1070,36,,2560,134,6
,,Taco Del Mar,Taco salad, fish, refried,1040,61,,2050,89,8
,,Taco Del Mar,Enchilada, beef,1030,37,,3210,115,6
,,Taco Del Mar,Mondo burrito, chicken, refried,1030,32,,2250,131,6
,,Taco Del Mar,Enchilada, pork,990,35,,2930,114,5
,,Taco Del Mar,Enchilada, chicken,990,33,,2900,113,5
,,Taco Del Mar,Taco salad, beef, refried,930,49,,2180,75,7
,,Taco Del Mar,Mondo burrito, pork, refried,920,24,,2100,132,5
,,Taco Del Mar,Taco salad, pork, refried,900,46,,1900,74,6
,,Taco Del Mar,Taco salad, chicken, refried,900,45,,1870,73,6
,,Taco Del Mar,Baja bowl, fish, refried,880,41,,2330,95,7
,,Taco Del Mar,Mondo burrito, cheese, refried,870,24,,1830,130,5
,,Taco Del Mar,Mondo burrito, fish, refried,840,30,,1620,110,7
,,Taco Del Mar,Baja bowl, beef, refried,830,35,,2540,81,6
,,Taco Del Mar,Enchilada, cheese,820,27,,2490,112,5
,,Taco Del Mar,Quesadilla, beef,800,37,,1540,66,5
,,Taco Del Mar,Vegan mondo, refried,800,19,,1830,133,6
,,Taco Del Mar,Baja bowl, pork, refried,790,33,,2260,81,5
,,Taco Del Mar,Baja bowl, chicken, refried,790,31,,2230,79,6
,,Taco Del Mar,Quesadilla, pork,770,35,,1250,65,4
,,Taco Del Mar,Quesadilla, chicken,770,33,,1220,64,4
,,Taco Del Mar,Kids bean & cheese burrito & chips,760,31,,970,95,2
,,Taco Del Mar,Quesadilla, cheese,710,35,,990,63,4
,,Taco Del Mar,Mondito breakfast burrito, refried,640,31,,1160,62,3
,,Taco Del Mar,Kids quesadilla & chips,600,27,,490,71,1
,,Taco Del Mar,Mondito breakfast burrito, refried,590,27,,1050,60,3
,,Taco Del Mar,Chips & salsa,590,27,,550,78,3
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,Taco Time,Large beef & cheese burrito,918,43.1,2.08,2625,66.3,15.6
,,Taco Time,Large ranch chicken burrito,849,37.7,0,2641,90.7,6.6
,,Taco Time,Large mexi-fries deluxe,772,45.9,1.04,2913,74.6,5.6
,,Taco Time,Large nachos deluxe,751,23.3,0.67,3100,102.4,10.2
,,Taco Time,Large super beef burrito,735,36.9,1.18,1567,59.1,8.8
,,Taco Time,Large veggie burrito,715,25.6,0.28,3996,96.6,11.4
,,Taco Time,Beef salad (no dressing),674,39.9,0.59,850,58.3,3.7
,,Taco Time,Chicken salad (no dressing),650,33.5,0.14,1993,62,5.4
,,Taco Time,Large super chicken burrito,643,24,0.28,1737,58.2,7
,,Taco Time,Beef quesadilla,596,27.3,0.73,3303,60.2,10.3
,,Taco Time,Large mexi-fries,582,35,0.7,502,62.1,0
,,Taco Time,Large chicken fajita,574,15,0.28,2736,60.3,7.1
,,Taco Time,Chicken quesadilla,550,20.9,0.28,3388,59.7,9.4
,,Taco Time,Beef & cheese burrito,534,22.8,1.04,1432,47.6,8.8
,,Taco Time,Large super bean burrito,525,22.8,0.28,1020,60.7,7.3
,,Taco Time,Ranch chicken burrito,500,20.1,0,1441,59.8,4.3
,,Taco Time,Veggie burrito,484,15.5,0,2783,69.8,7.7
,,Taco Time,Nachos deluxe,452,15.5,0.47,2108,57,6.9
,,Taco Time,Super beef burrito,442,19.7,0.59,904,44.1,5.4
,,Taco Time,Mexi-fries deluxe,438,25.6,0.68,1884,39.7,3.5
,,Taco Time,Large nachos,437,5.4,0,2128,85.1,5.6
,,Taco Time,Crisp beef burrito,412,16.6,0.68,965,41.6,3.1
,,Taco Time,Super chicken burrito,397,13.3,0,989,43.6,4.5
,,Taco Time,Cheese quesadilla (quesadilla only),390,17.3,0.42,1520,38,2
,,Taco Time,Chicken fajita,362,8.8,0,1488,44.7,4.5
,,Taco Time,Super bean burrito,337,12.6,0,630,44.9,4.7
,,Taco Time,Crustos,313,4.5,0,435,61,9.9
,,Taco Time,Regular mexi-fries,291,17.5,0.35,838,31.1,0
,,Taco Time,Cherry empanada,285,3,0,297,60.4,22.9
,,Taco Time,Bavarian cream empanada,282,3.9,0,422,56.9,18.9
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,TCBY,Peanut Butter,338,3.9,0,247,68,49
,,TCBY,Golden Vanilla,312,5.2,0,169,60,39
,,TCBY,Cheesecake,312,5.2,0,169,60,39
,,TCBY,White Chocolate Mousse,312,5.2,0,169,60,39
,,TCBY,Coffee,312,3.9,0,208,60,42
,,TCBY,Chocolate,286,5.2,0,247,60,44
,,TCBY,Strawberry,286,5.2,0,234,60,42
,,TCBY,Cake Batter,286,5.2,0,234,60,42
,,TCBY,Fat Free Dutch Chocolate,286,0,0,260,62,47
,,TCBY,Old Fashioned Vanilla (Fat Free),286,0,0,169,60,39
,,TCBY,Mango Sorbet,286,0,0,39,68,49
,,TCBY,Orange Sorbet,260,0,0,78,62,42
,,TCBY,Strawberry Kiwi Sorbet,260,0,0,52,62,42
,,TCBY,Raspberry Sorbet,260,0,0,26,65,42
,,TCBY,NSA Fat Free Mountain Blackberry,234,0,0,234,62,18
,,TCBY,NSA Fat Free Peach,234,0,0,234,62,18
,,TCBY,NSA Fat Free Strawberry,234,0,0,234,62,18
,,TCBY,NSA Fat Free Vanilla,234,0,0,234,65,21
,,TCBY,NSA White Chocolate Macadamia,234,0,0,221,62,18
,,TCBY,Classic Tart,234,0,0,55,55,39
,,TCBY,NSA Fat Free Chocolate,208,0,0,234,60,16
,Restaurant,Meal Name,Calories,Fat (g),Trans Fat (g),Sodium (mg),Carbs (g),Sugars (g)
,,The Keg,Honey BBQ Pork Ribs - Full Rack,2096,136.1,,2135,88.5,
,,The Keg,Prime Rib 16 Oz,2039.3,141.7,,3330,67.36,
,,The Keg,Prime Rib 14 Oz,1852.3,128.3,,3330,66.56,
